"id","title","description","availability","condition","price","link","image_link","brand","google_product_category","fb_product_category","quantity_to_sell_on_facebook","sale_price","sale_price_effective_date","item_group_id","gender","color","size","age_group","material","pattern","shipping","shipping_weight","style"
"157","Shade of Azure","The preparation of indigo and the dyeing of cloths are other flourishing processes for this kurti. Comfortable Crepe viscous and natural dyed color.All Aranya products are handmade, using natural materials, within a \nfair trade framework. ","in stock","new","2275 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU011NK48R22INHC0223/262.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU011NK48R22INHC0223/262.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2275 BDT","","","","Blue","","all ages","","","","0 g",""
"158","Fit with Avocado","Made with comfortable Crepe viscous and natural dyed color. This solid natural color is perfect for any weather and for this comfy fabric the wave looks outstanding \n","in stock","new","2275 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU012NK48R22INHC0223/232.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU012NK48R22INHC0223/232.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2275 BDT","","","","Olive","","all ages","","","","0 g",""
"159","Mina Lobota long shirt","This blended cotton shirt is present solid indigo,which gives it a \nmagnificent look.All Aranya products are handmade, \nusing natural materials, within a \nfair trade framework.""","in stock","new","3695 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU013NK03R23INHC0323/137.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU013NK03R23INHC0323/137.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","3695 BDT","","","","Blue","","all ages","","","","0 g",""
"160","Knautia Macedonia long shirt","This blended cotton shirt presents solid dark catechu, which gives it a \nmagnificent look. All Aranya products are handmade, \nusing natural materials, within a \nfair trade framework.""","in stock","new","2995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU014NK03R23INHC0323/149.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU014NK03R23INHC0323/149.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","2995 BDT","","","","Brown","","all ages","","","","0 g",""
"161","Swan A","Swan A","in stock","new","2995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU015NK03R23INHC0320/113.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU015NK03R23INHC0320/113.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2995 BDT","","","","White","","all ages","","","","0 g",""
"162","Aquilegia Shibori Kurti","The preparation of indigo and the process of shibori dyeing of cloths are other flourishing processes for this Kurti. Elegent silk and natural dyed color.","in stock","new","10975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU016NK04R23RINS0623/170.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU016NK04R23RINS0623/170.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","10975 BDT","","","","Blue","","all ages","","","","0 g",""
"163","Syriaca Shibori kurti","The preparation of madder and the process of shibori dyeing of cloths are other flourishing processes for this Kurti. Elegent silk and natural dyed color.","in stock","new","9975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU017NK04R23RINS0623/173.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU017NK04R23RINS0623/173.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","9975 BDT","","","","Red","","all ages","","","","0 g",""
"164","Black rock shibori kurti","The preparation of dark and the process of shibori dyeing of cloths are other flourishing processes for this Kurti. Elegent silk and natural dyed color.","in stock","new","11975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU021NKRRINS0623/177.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU021NKRRINS0623/177.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","11975 BDT","","","","Black","","all ages","","","","0 g",""
"165","Irises creap silk orna","The subtle tones in this orna would pair amazingly with a contrasting dark colored dress. The creap silk fabric provides comfort from the scorching heat. \n \nAll Aaranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4775 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WO002NK31R22INH3122/WO002NK31R22INH3122_2.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WO002NK31R22INH3122/WO002NK31R22INH3122_2.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","4775 BDT","","","","Blue","","all ages","","","","130 g",""
"166","Downriver linen orna","The intricate motifs of this lilen orna will be suitable with any kameez of your choice. The shades represent the traditional festival colors of nature. \nAll Aaranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","1975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR036SKBINHL1023/191.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR036SKBINHL1023/191.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","1975 BDT","","","","Blue","","all ages","","","","240 g",""
"167","Garnet Silk Orna","This is an artful geometric wax printed silk orna, which is dyed in madder to get the red wine color. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5485 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR066NZE1INHS1523/134.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR066NZE1INHS1523/134.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","5485 BDT","","","","Olive , Red","","all ages","","","","140 g",""
"168","Carnelian Muslin Orna","This red & black printed muslin orna is made from a luxurious material with smooth texture. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4075 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR067NZE1INHM1823/120.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR067NZE1INHM1823/120.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","4075 BDT","","","","Red,Black","","all ages","","","","130 g",""
"169","Vltavin Cotton Orna","A light weight, soft, wax printed cotton feel orna, which is easy to maintain. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","1975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR070NZRINHC1423/185.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR070NZRINHC1423/185.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","1975 BDT","","","","Olive","","all ages","","","","220 g",""
"170","Tanzanite Linen Orna","This orna is made from a fine linen fabric and has a soft smooth finish. All Aranya products are handmade, using natural materials, within a fair trade framework. ","in stock","new","2790 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR071NZRINHL1423/182.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR071NZRINHL1423/182.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","2790 BDT","","","","Blue,Gray","","all ages","","","","260 g",""
"171","Petunia Silk Orna","This vibrant orna can give any dress a nice pop of color. Silk fabric used provides breathability so you will have no worries of the heat. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR081RARINHS1923/227.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR081RARINHS1923/227.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","5995 BDT","","","","Blue,Teal","","all ages","","","","130 g",""
"172","Lily of the Valley cotton orna","A big benefit of this madder orna is that it can be worn with variable outfits. Comfortable jute cotton fabric present also makes it a favorite.","in stock","new","1975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR084SKE2INHCJ2123/221.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR084SKE2INHCJ2123/221.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","1975 BDT","","","","Red","","all ages","","","","220 g",""
"173","Snowdrop Cotton Orna","Natural ingredient, Indigo was used to dye this cotton orna in blue color. The wax print technique was used to amplify its bold design. All Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","2460 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR085NZE2INHC2123/225.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WOR085NZE2INHC2123/225.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","2460 BDT","","","","Blue","","all ages","","","","220 g",""
"174","Sweet Pea Endi Half Silk Saree","Blue and Gray have been used as dyeing materials on this eri half silk saree. Wax print and Kantha stitch was used to get the elegant design. All Aranya products are handmade, using natural fibers and materials, within a fair trade framework.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS023SF33R22INH3322/WS023SF33R22INH3322_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS023SF33R22INH3322/WS023SF33R22INH3322_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","10995 BDT","","","","Blue,Gray","","all ages","","","","420 g",""
"175","Starling Endi Cotton Saree","The Flower tones of this eri cotton saree do the best work in making you truly feel beautiful, making it the perfect wear for all of your favorite occasions. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS025MC33R22INH3422/WS025MC33R22INH3422_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS025MC33R22INH3422/WS025MC33R22INH3422_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","5995 BDT","","","","Brown","","all ages","","","","420 g",""
"176","Dendrobium Eri Cotton Saree","The pink color affects the mind and body by causing pleasant feelings. This eri cotton saree is decorated with wax. All Aranya products are handmade, using natural fibers and materials within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS026SF33R22INH3422/WS026SF33R22INH3422_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS026SF33R22INH3422/WS026SF33R22INH3422_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","8","5995 BDT","","","","Blue,Pink","","all ages","","","","500 g",""
"177","Clematis Cotton kota Saree","This exclusive wax printed natural dyed saree is contains two shades of Navy colour. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS027SF33R22INH3422/WS027SF33R22INH3422_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS027SF33R22INH3422/WS027SF33R22INH3422_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","5995 BDT","","","","Navy","","all ages","","","","420 g",""
"178","Blosoom Cotton Kota saree","This exclusive wax printed cotton kota saree dyed in brown and olive. Making it the perfect wear for all of your favorite occasions. All Aranya products are handmade, using natural materials, within a fair trade framework","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS028MC33R22INH3422/WS028MC33R22INH3422_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS028MC33R22INH3422/WS028MC33R22INH3422_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","4995 BDT","","","","Brown,Olive","","all ages","","","","415 g",""
"179","Rudbeckia cotton saree","This blended cotton saree is present the fusion of madder & grey which gives it a magnificent look.All Aaranya products are handmade, using natural materials, within a fair trade framework."" \n","in stock","new","4500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS029BA34B22INH3522/200.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS029BA34B22INH3522/200.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","4500 BDT","","","","Red,Brown","","all ages","","","","420 g",""
"180","Dazzling Cotton Kota Saree","Both hues show out brilliantly in this saree because to the contrasting tones. It is a comfortable fabric with dual designs and cotton kota fabric. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS030BA34R22INH3522/WS030BA34R22INH3522_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS030BA34R22INH3522/WS030BA34R22INH3522_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","4995 BDT","","","","Brown,Pink","","all ages","","","","415000 g",""
"181","Crimson Cotton Than Saree","Beautiful imprints were created on cotton using the wax. Natural elements are used to create the stunning teal, blue and red colors. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS033SF35R22INH3622%20Crimson%20Cotton%20Than%20Saree/WS033SF35R22INH3622_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS033SF35R22INH3622%20Crimson%20Cotton%20Than%20Saree/WS033SF35R22INH3622_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","4995 BDT","","","","Teal,Blue,Red","","all ages","","","","420 g",""
"182","Meconopsis cotton saree","In a mesmerising combination of indigo and ash grey ,the Meconopsis Drapery is equal parts cotton and love. All Aaranya products are handmade, using natural materials, within a fair trade framework.""","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS034MC36E2213722/212.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS034MC36E2213722/212.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","4995 BDT","","","","Blue,Brown","","all ages","","","","430 g",""
"183","Nolana cotton saree","In a mesmerising combination of blue and ash grey ,the Nolana Drapery is equal parts cotton and love. All Aaranya products are handmade, using natural materials, within a fair trade framework. \n","in stock","new","4500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS042RA38B22INH3922/224.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS042RA38B22INH3922/224.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","9","4500 BDT","","","","Blue,Gray","","all ages","","","","450 g",""
"184","Anemone Cotton Saree","By unifying the natural dye of Blue at paar and anchol, and teal body in the cotton than saree. Wax ornamentation print has been applied to give this composition a festive look. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS32TA35R22INH3622/WS32TA35R22INH3622_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WS32TA35R22INH3622/WS32TA35R22INH3622_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","4995 BDT","","","","Blue,Teal","","all ages","","","","410 g",""
"185","Ipomoea Balaka Silk Saree","The blue and grey tones of this balaka silk saree represent the perfect harmony of the clouds and the sky on a rainy day. Cotton fabric used in this saree makes it wearable all year round. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA053RA40E22INHS0223/65.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA053RA40E22INHS0223/65.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","17995 BDT","","","","Navy,Blue","","all ages","","","","360 g",""
"186","Carolina Allspice","This printed balaka saree was dyed using the natural ingredients to bring out the marvelous light and deep black color of the product. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA055SF40B22INHS0723/53.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA055SF40B22INHS0723/53.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","17995 BDT","","","","Red,Black","","all ages","","","","400 g",""
"187","Golden Columbine","Beautiful Golden silk saree with black natural dyed color print is a perfect way to express the beauty of elegence.","in stock","new","16995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA057BA40B22INHS0723/172.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA057BA40B22INHS0723/172.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","16995 BDT","","","","Black","","all ages","","","","580 g",""
"188","Hydrangea cotton endi saree","The preparation of indigo and madder the dyeing of other flourishing in this stunning Saree. this cotton endi saree can give you charming moments at any time.All Aaranya products are handmade, using natural materials, within a fair trade framework."" \n","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA065BA42E222INHEC4422/208.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA065BA42E222INHEC4422/208.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","5995 BDT","","","","Red,Teal","","all ages","","","","440 g",""
"189","Lunaria endi cotton saree","This blended cotton Endi saree is present the fusion of indigo & Patel pink, which gives it a \nmagnificent look.All Aranya products are handmade, using natural materials, within a fair trade framework","in stock","new","6995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA068RA44E22INHEC4522/220.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA068RA44E22INHEC4522/220.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","6995 BDT","","","","Blue,Pink","","all ages","","","","450 g",""
"190","Narcissus cotta saree","The preparation of indigo and the dyeing of are other flourishing in this stunning Indigo Saree. this cotton cotta saree can give you charming moments at any time.All Aaranya products are handmade, using natural materials, within a fair trade framework."" \n","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA078RA46E22INHCK4722/228.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA078RA46E22INHCK4722/228.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","4995 BDT","","","","Blue","","all ages","","","","440 g",""
"191","Bacopa Kota Saree","The engaging natural colors in this kota saree has been extracted from organically grown things succesively. Wax print has been used to embed the beautiful patterns. All Aranya products are hand made, using natural fibers and materials within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA083MC46E22INHCK4822/57.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA083MC46E22INHCK4822/57.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","4995 BDT","","","","Blue,Gray","","all ages","","","","450 g",""
"192","Dianthus cotton saree","In a mesmerising combination of crimson madder and ash grey ,the Dianthus Drapery is equal parts cotton and love. All Aaranya products are handmade, using natural materials, within a fair trade framework. \n","in stock","new","6090 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA088SF48B22INHCK0123/204.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA088SF48B22INHCK0123/204.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","6090 BDT","","","","Olive , Manjit","","all ages","","","","420 g",""
"193","Lantana Cotton Sharee","Multi color and zigzag wax print make this Cotton sharee more cultural look.All Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","5895 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA089SF48R22INHCT0123/49.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA089SF48R22INHCT0123/49.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","5895 BDT","","","","Blue,Brown,Pink","","all ages","","","","430 g",""
"194","Frissel Cotton Sharee","Cotton texture of the saree is soo moisture and the colour of madder perceive the soothingness. All Aaranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","3995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA090MC48B22INHCT0123/41.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA090MC48B22INHCT0123/41.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","3995 BDT","","","","Red","","all ages","","","","400 g",""
"195","Sword lily Cotton Saree","The red colored paar with black print of this cotton sharee speak to the excellence of natural ornamentation. \n \nAll Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA093RA48B22INHCT0123/45.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA093RA48B22INHCT0123/45.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","4995 BDT","","","","Red,Black","","all ages","","","","400 g",""
"196","Wisteria Balaka Silk Saree","Natural color is used in this beautiful ornamented balaka silk saree.The variations of wax print patterns added on the anchal part bring an elegant attitude. \n \nAll Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","16995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA098RA48R22INHS0223/73.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA098RA48R22INHS0223/73.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","16995 BDT","","","","Blue,Brown","","all ages","","","","397 g",""
"197","Paramour Silk Saree","By unifying the natural dye of ol at paar and anchol and golden body in the silk saree.Natural print has been applied to give this composition a festive look. All Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","16995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA102BA03V23INHS0423/125.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA102BA03V23INHS0423/125.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","16995 BDT","","","","Red,Brown Pest","","all ages","","","","400000 g",""
"198","Florance Half Silk Saree","The magnificent golden color is extracted from nature. The natiral block print has been used on half silk to make beautiful imprints. \nAll Aranya products are handmade, using natural fibers and materials within a fair-trade framework. \n \n ","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA104SF03F23INHHS0423/118.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA104SF03F23INHHS0423/118.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","10995 BDT","","","","Brown Pest","","all ages","","","","420000 g",""
"199","Astilbe Balaka Silk Saree","The contrasting tones black printed saree makes both the colors stand out beautifully. With dual designs and cbalaka silk fabric, it's an eye catcher as well as comfort wear. \n \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA106RA05E23INHS0723/129.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA106RA05E23INHS0723/129.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","17995 BDT","","","","Blue,Black","","all ages","","","","380 g",""
"200","Globe Thistle Silk Saree","This greenish saree is designed using a wax print grid form and is Arranged symmetrically with a peach-white border which beautifully goes with the silk saree on every occasion.","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA107BA05E23INHS0723/25.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA107BA05E23INHS0723/25.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","17995 BDT","","","","Blue,Olive","","all ages","","","","380 g",""
"201","Spring Leaf","The majestic shade of red and olive on this eri cotton saree express the delightful mode. Wax print technique was used to amplify it's design.All Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","6995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA110BA05B23INHEC0723/29.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA110BA05B23INHEC0723/29.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","6995 BDT","","","","Olive,Red","","all ages","","","","450 g",""
"202","Aventurine Saree","Cotta cotton saree all over wax printed and naturally colored.achol and paar dyed with natural sources,which represents elegance everywhere","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA113BABINHCK0823/133.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA113BABINHCK0823/133.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","5995 BDT","","","","Teal,Golden","","all ages","","","","400 g",""
"203","Lapis lazuli Saree","Perfect blue combination in cotton kota saree dyed in natural indigo will definitly make your any day special.","in stock","new","9200 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA114BAE1INHCK0823/137.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA114BAE1INHCK0823/137.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","6","9200 BDT","","","","Blue","","all ages","","","","380 g",""
"204","Oblong Half Silk Saree","This Wax printed half silk saree was dyed using the natural ingredients to bring out the brown color of the product. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","10995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA116RAE1INHHS0823/33.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA116RAE1INHHS0823/33.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","10995 BDT","","","","Golden,Brown","","all ages","","","","420 g",""
"205","Carnelian drape story","This tomb contained also a string of natural color, this six-yard Balaka silk saree has her own elegance and small discs of gold wax print . \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","17995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA120SFBINHS0923/33.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA120SFBINHS0923/33.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","17995 BDT","","","","Red","","all ages","","","","390 g",""
"206","Monkshood Cotton Saree","Cotton saree all over wax printed and naturally colored paar dyed with natural sources with an amazing texture which is done by wax print ,te dye technique has been used in paar portion .Gray colour represents elegance everywhere.","in stock","new","6945 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA122BABINHCT0923/153.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WSA122BABINHCT0923/153.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","6945 BDT","","","","Olive,Pink","","all ages","","","","410 g",""
